City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,fuyang,32.9,115.8167,1.94,76,0,2.39,CN,1707605534
359,benjamin aceval,-24.9667,-57.5667,35.33,71,97,2.49,PY,1707605535
360,bahia blanca,-38.7196,-62.2724,23.15,77,70,4.68,AR,1707605402
361,forster,-32.1667,152.5167,23.54,79,88,5.46,AU,1707605535
362,smithers,54.7804,-127.1743,-0.82,80,20,0.0,CA,1707605365
363,semnan,35.5729,53.3971,7.42,39,99,1.34,IR,1707605535
364,essaouira,31.5125,-9.77,15.72,94,40,1.03,MA,1707605237
365,itagi,-14.1628,-40.0061,21.87,87,100,0.41,BR,1707605536
366,campo largo,-25.4586,-49.5283,22.79,92,35,3.3,BR,1707605536
367,karasburg,-28.0167,18.75,23.84,18,0,3.22,NA,1707605536
368,egilsstadir,65.2653,-14.3948,-4.05,86,75,2.57,IS,1707605537
369,lompoc,34.6391,-120.4579,17.66,58,0,6.69,US,1707605537
370,dryden,49.7833,-92.7503,-7.84,79,100,3.6,CA,1707605537
371,gazojak,41.1875,61.4036,9.47,55,77,3.2,TM,1707605537
372,ranchettes,41.2186,-104.7903,-4.09,81,100,5.66,US,1707605538
373,wangjing,24.6,94.0333,7.34,71,2,0.06,IN,1707605538
374,mana,5.6592,-53.7767,26.31,82,65,4.13,GF,1707605538
375,tazacorte,28.629,-17.9293,18.97,93,0,1.54,ES,1707605539
376,ishigaki,24.3448,124.1572,14.07,67,25,3.09,JP,1707605369
377,happy valley-goose bay,53.3168,-60.3315,1.17,75,100,7.2,CA,1707605540
378,nogliki,51.8333,143.1667,-23.14,100,93,2.24,RU,1707605540
379,matoury,4.8483,-52.3317,27.98,78,20,2.06,GF,1707605540
380,riti,7.9167,9.6167,27.96,17,15,1.67,NG,1707605540
381,nuuk,64.1835,-51.7216,-15.9,76,85,4.04,GL,1707605540
382,igrim,63.1906,64.4162,-29.67,98,46,1.9,RU,1707605541
383,weining,26.85,104.2333,0.77,67,26,2.22,CN,1707605541
384,novodvinsk,64.4165,40.8122,-19.01,99,82,1.42,RU,1707605541
385,kenai,60.5544,-151.2583,4.05,75,75,3.09,US,1707605542
386,francistown,-21.17,27.5079,24.65,63,78,7.22,BW,1707605542
387,kande,9.9578,1.0447,25.83,15,2,0.86,TG,1707605542
388,medicine hat,50.0501,-110.6683,-1.27,65,100,5.66,CA,1707605529
389,port isabel,26.0734,-97.2086,24.02,84,75,5.14,US,1707605543
390,pariaman,-0.619,100.12,25.03,80,79,2.26,ID,1707605544
391,chernyshevsk,52.5243,117.0174,-25.0,100,99,0.53,RU,1707605544
392,jieshi,22.8134,115.8257,13.37,61,0,3.22,CN,1707605545
393,sola,-13.8833,167.55,27.95,77,47,7.15,VU,1707605545
394,gaspe,48.8334,-64.4819,4.12,81,75,3.09,CA,1707605546
395,port macquarie,-31.4333,152.9167,22.72,87,65,4.52,AU,1707605279
396,oum hadjer,13.2954,19.6966,23.99,10,0,3.78,TD,1707605546
397,san julian,21.0167,-102.1667,22.5,18,63,8.51,MX,1707605546
398,kirakira,-10.4544,161.9205,27.87,81,100,5.52,SB,1707605547
399,palikir - national government center,6.9248,158.1611,28.47,74,100,5.14,FM,1707605279
400,zheleznodorozhnyy,55.7503,38.0042,-13.71,98,100,2.24,RU,1707605547
401,navasota,30.388,-96.0877,21.72,96,100,1.96,US,1707605547
402,amuntai,-2.4177,115.2494,23.63,99,100,0.06,ID,1707605313
403,cabo san lucas,22.8909,-109.9124,24.23,51,1,3.13,MX,1707605529
404,karratha,-20.7377,116.8463,30.59,40,0,3.08,AU,1707605548
405,kalevala,65.2,31.1667,-13.28,98,100,0.89,RU,1707605548
406,arkhangel'sk,64.5401,40.5433,-18.82,78,75,1.0,RU,1707605549
407,carnarvon,-24.8667,113.6333,27.95,50,0,6.2,AU,1707605549
408,nouadhibou,20.931,-17.0347,20.99,83,28,7.72,MR,1707605406
409,sena madureira,-9.0656,-68.6569,26.13,88,97,0.57,BR,1707605549
410,kashin,57.3592,37.6081,-20.54,100,100,2.64,RU,1707605549
411,shalqar,47.8333,59.6,-9.97,88,90,3.67,KZ,1707605550
412,constantia,44.1833,28.65,11.5,82,98,5.19,RO,1707605518
413,nadym,65.5333,72.5167,-19.32,96,100,8.66,RU,1707605550
414,seeb,23.6703,58.1891,20.58,76,7,2.17,OM,1707605551
415,paulden,34.8856,-112.4682,8.05,61,65,3.58,US,1707605551
416,port saint john's,-31.6229,29.5448,19.33,85,97,1.23,ZA,1707605551
417,nhamunda,-2.1861,-56.7131,29.28,63,80,0.73,BR,1707605551
418,camapua,-19.5314,-54.0439,27.48,63,100,2.32,BR,1707605552
419,siler city,35.7235,-79.4622,19.89,63,75,4.12,US,1707605407
420,kunduz,36.75,68.75,10.63,31,100,1.52,AF,1707605552
421,tari,12.4086,4.4914,24.4,14,0,3.01,NG,1707605553
422,grande prairie,55.1667,-118.8027,4.1,60,75,7.2,CA,1707605553
423,sweetwater,25.7634,-80.3731,24.01,74,75,6.17,US,1707605553
424,newman,37.3138,-121.0208,14.46,54,2,1.79,US,1707605553
425,dauphin,51.1494,-100.0502,-6.92,68,100,6.69,CA,1707605554
426,thulamahashi,-24.7246,31.1994,24.28,78,100,5.09,ZA,1707605554
427,jodhpur,26.2867,73.03,14.31,27,0,3.99,IN,1707605487
428,rudnichnyy,59.617,52.4703,-21.59,100,95,1.88,RU,1707605554
429,tukrah,32.5341,20.5791,17.98,31,100,13.26,LY,1707605555
430,svetlyy,54.675,20.1347,1.03,98,100,4.19,RU,1707605555
431,nizhneangarsk,55.7833,109.55,-8.33,96,100,0.45,RU,1707605555
432,elliot lake,46.3834,-82.6331,-2.18,83,98,4.96,CA,1707605555
433,daru,-9.0763,143.2092,27.31,82,89,2.31,PG,1707605556
434,dudinka,69.4058,86.1778,-27.4,88,100,3.13,RU,1707605556
435,gemena,3.25,19.7667,25.39,31,98,0.92,CD,1707605556
436,antofagasta,-23.65,-70.4,23.6,78,37,3.18,CL,1707605556
437,ukhta,63.5671,53.6835,-30.25,100,44,1.34,RU,1707605556
438,hulyaypole,47.6653,36.2578,7.09,96,98,3.51,UA,1707605557
439,usogorsk,63.4106,48.6872,-24.07,100,100,0.96,RU,1707605557
440,puerto del rosario,28.5004,-13.8627,18.86,72,20,3.09,ES,1707605557
441,caglayancerit,37.7496,37.2962,5.23,89,60,0.51,TR,1707605558
442,kemin,42.7846,75.6892,2.64,45,89,3.4,KG,1707605558
443,malacacheta,-17.8422,-42.0767,19.05,98,61,1.89,BR,1707605558
444,estevan,49.1334,-102.9842,-5.81,73,100,4.12,CA,1707605558
445,nirgua,10.1553,-68.5663,20.35,95,84,1.72,VE,1707605559
446,san luis rio colorado,32.4631,-114.7767,17.41,24,4,7.21,MX,1707605559
447,tash-kumyr,41.3461,72.2171,5.7,44,96,2.9,KG,1707605559
448,zheshart,62.0731,49.5733,-25.54,100,93,1.22,RU,1707605560
449,new plymouth,-39.0667,174.0833,14.06,61,56,6.54,NZ,1707605560
450,porto novo,6.4965,2.6036,28.9,88,86,3.22,BJ,1707605371
451,rakitovo,41.9833,24.0833,6.49,74,99,2.76,BG,1707605560
452,kushiro,42.975,144.3747,-6.47,86,100,2.57,JP,1707605338
453,sinop,41.7711,34.8709,9.83,63,97,5.01,TR,1707605561
454,al jawf,29.5,38.75,10.28,53,0,4.29,SA,1707605561
455,akrehamn,59.2667,5.1833,0.23,93,100,5.14,NO,1707605562
456,tanout,14.9709,8.8879,20.44,8,0,4.03,NE,1707605562
457,hithadhoo,-0.6,73.0833,28.13,73,39,3.88,MV,1707605562
458,patterson,37.4716,-121.1297,15.93,54,3,2.96,US,1707605562
459,belyy yar,53.6039,91.3903,-0.06,80,0,3.0,RU,1707605563
460,raja,8.4596,25.678,25.49,25,31,2.03,SS,1707605519
461,timmins,48.4669,-81.3331,-1.1,100,100,3.09,CA,1707605563
462,cadale,2.7603,46.3222,25.89,80,43,8.16,SO,1707605563
463,narsipatnam,17.6667,82.6167,19.74,94,62,0.94,IN,1707605564
464,akureyri,65.6835,-18.0878,-8.04,86,75,0.51,IS,1707605429
465,margate,51.3813,1.3862,7.72,96,100,1.34,GB,1707605564
466,sarkand,45.41,79.9186,2.56,62,45,4.75,KZ,1707605564
467,santa elena de uairen,4.6167,-61.1333,26.05,51,91,2.16,VE,1707605565
468,nosy varika,-20.5833,48.5333,23.99,93,97,1.54,MG,1707605565
469,acarau,-2.8856,-40.12,26.25,86,100,4.85,BR,1707605565
470,labasa,-16.4167,179.3833,28.39,89,100,5.38,FJ,1707605292
471,saynshand,44.8824,110.1163,-15.96,87,19,2.55,MN,1707605566
472,kosh-agach,50.0,88.6667,-9.87,71,44,2.1,RU,1707605566
473,el galpon,-25.3807,-64.6526,26.5,75,100,0.62,AR,1707605566
474,prince rupert,54.3161,-130.3201,8.05,81,0,2.06,CA,1707605567
475,oyama,36.3,139.8,7.55,50,0,1.28,JP,1707605323
476,kem',64.9555,34.5793,-17.55,99,92,2.35,RU,1707605567
477,cidreira,-30.1811,-50.2056,24.86,91,95,7.98,BR,1707605567
478,turinskaya sloboda,57.6232,64.3858,-17.2,95,43,3.34,RU,1707605568
479,xichang,27.8964,102.2634,6.11,74,87,0.43,CN,1707605568
480,mahdia,35.5047,11.0622,14.97,62,19,4.85,TN,1707605568
481,suva,-18.1416,178.4415,30.71,79,75,4.63,FJ,1707605569
482,adam,22.3756,57.5233,17.21,91,0,1.99,OM,1707605569
483,yangcun,39.3639,117.0603,0.99,58,0,2.33,CN,1707605569
484,klyuchi,52.2667,79.1667,-9.76,74,86,5.94,RU,1707605570
485,nicoya,10.1483,-85.452,31.8,40,71,4.21,CR,1707605570
486,queenstown,-31.8976,26.8753,13.41,78,53,2.46,ZA,1707605570
487,woolgoolga,-30.1106,153.2007,24.93,82,44,4.43,AU,1707605570
488,burang,30.25,81.1667,-15.02,37,0,0.75,CN,1707605571
489,peace river,56.2501,-117.286,1.17,69,75,7.72,CA,1707605571
490,kerikeri,-35.2268,173.9474,22.17,61,24,0.89,NZ,1707605409
491,at taj,24.2049,23.2857,14.0,23,0,3.47,LY,1707605571
492,neryungri,56.6709,124.6491,-29.53,98,87,2.09,RU,1707605572
493,sicuani,-14.2694,-71.2261,13.74,64,97,3.02,PE,1707605572
494,manokwari,-0.8667,134.0833,26.99,79,97,1.72,ID,1707605572
495,hauterive,46.0901,3.4459,8.42,84,100,3.45,FR,1707605572
496,castillos,-34.1667,-53.8333,22.94,97,100,5.31,UY,1707605573
497,kapa'a,22.0752,-159.319,25.18,79,75,4.12,US,1707605573
498,andrews,32.3187,-102.5457,18.59,22,75,3.6,US,1707605573
499,chernyshevskiy,63.0128,112.4714,-29.59,96,100,5.53,RU,1707605573
500,pathein,16.7833,94.7333,18.41,84,64,1.04,MM,1707605574
501,remire-montjoly,4.9167,-52.2667,28.02,78,20,2.06,GF,1707605574
502,dalnegorsk,44.5604,135.5701,-11.33,95,85,1.79,RU,1707605574
503,cabedelo,-6.9811,-34.8339,28.37,78,81,5.42,BR,1707605574
504,nurota,40.5614,65.6886,10.62,41,100,4.14,UZ,1707605575
505,morehead city,34.7229,-76.726,19.03,85,0,4.63,US,1707605575
506,sogndal,61.2283,7.1003,-4.79,62,100,4.63,NO,1707605576
507,vanimo,-2.6741,141.3028,26.83,86,100,1.54,PG,1707605576
508,nowy sacz,49.6218,20.6971,11.12,76,99,5.39,PL,1707605576
509,lamu,-2.2717,40.902,26.8,85,97,5.12,KE,1707605577
510,northam,51.0333,-4.2167,9.81,96,66,3.26,GB,1707605577
511,tanggu,39.0211,117.6469,0.98,58,0,3.41,CN,1707605577
512,concepcion del uruguay,-32.4825,-58.2372,29.43,78,83,0.89,AR,1707605577
513,houma,29.5958,-90.7195,24.44,84,100,4.81,US,1707605578
514,nikel,69.4128,30.222,-17.9,89,100,3.14,RU,1707605578
515,bamboo flat,11.7,92.7167,25.05,88,20,0.51,IN,1707605578
516,zaozersk,69.4005,32.4476,-10.57,85,100,2.47,RU,1707605578
517,novokubansk,45.117,41.0267,10.9,69,100,2.66,RU,1707605579
518,mechetinskaya,46.7713,40.456,9.81,80,100,4.06,RU,1707605579
519,abdanan,32.9926,47.4198,10.49,41,100,1.84,IR,1707605579
520,mareeba,-17.0,145.4333,27.47,76,19,0.73,AU,1707605579
521,lianran,24.9227,102.485,3.3,76,83,1.41,CN,1707605580
522,ferkessedougou,9.6,-5.2,26.75,12,0,2.06,CI,1707605580
523,mach,29.8637,67.3298,11.65,35,0,2.05,PK,1707605580
524,bonthe,7.5264,-12.505,26.77,86,91,3.08,SL,1707605580
525,gadzhiyevo,69.2551,33.3362,-10.24,94,100,2.28,RU,1707605580
526,seguela,7.9611,-6.6731,26.59,26,1,1.37,CI,1707605581
527,shenjiamen,29.9576,122.298,6.68,79,11,3.72,CN,1707605581
528,kumagunnam,13.1551,10.6342,21.94,12,33,3.85,NG,1707605581
529,greymouth,-42.4667,171.2,16.38,40,54,2.08,NZ,1707605404
530,portland,45.5234,-122.6762,13.82,68,33,1.79,US,1707605582
531,selinsgrove,40.799,-76.8622,14.06,79,100,2.6,US,1707605582
532,thinadhoo,0.5333,72.9333,28.02,77,61,5.97,MV,1707605582
533,inyonga,-6.7167,32.0667,19.17,92,100,0.8,TZ,1707605582
534,coquimbo,-29.9533,-71.3436,18.85,82,75,3.6,CL,1707605231
535,quibor,9.9287,-69.6201,26.54,72,49,4.79,VE,1707605583
536,porbandar,21.6422,69.6093,20.19,39,0,4.68,IN,1707605584
537,illizi,26.4833,8.4667,19.89,9,80,3.31,DZ,1707605584
538,rakops,-21.0167,24.3333,26.94,51,56,1.46,BW,1707605584
539,zhangjiajie,29.1294,110.4783,7.32,85,0,0.48,CN,1707605550
540,savannah,32.0835,-81.0998,22.04,68,0,4.63,US,1707605347
541,kilju,40.9642,129.3278,-4.63,78,96,1.6,KP,1707605585
